Date,Price,Open,High,Low,Change %
2009-11-24,1818.31,1818.31,1818.31,1818.31,-0.05
2009-11-25,1826.74,1826.74,1826.74,1826.74,0.46
2009-11-27,1795.7,1795.7,1795.7,1795.7,-1.7
2009-11-30,1802.68,1802.68,1802.68,1802.68,0.39
2009-12-01,1824.54,1824.54,1824.54,1824.54,1.21
2009-12-02,1825.4,1825.4,1825.4,1825.4,0.05
2009-12-03,1810.13,1810.13,1810.13,1810.13,-0.84
2009-12-04,1820.11,1820.11,1820.11,1820.11,0.55
2009-12-07,1815.7,1815.7,1815.7,1815.7,-0.24
2009-12-08,1797.31,1797.31,1797.31,1797.31,-1.01
2009-12-09,1804.1,1804.1,1804.1,1804.1,0.38
2009-12-10,1814.81,1814.81,1814.81,1814.81,0.59
2009-12-11,1821.8,1821.8,1821.8,1821.8,0.39
2009-12-14,1834.55,1834.55,1834.55,1834.55,0.7
2009-12-15,1824.37,1824.37,1824.37,1824.37,-0.56
2009-12-16,1826.45,1826.45,1826.45,1826.45,0.11
2009-12-17,1804.96,1804.96,1804.96,1804.96,-1.18
2009-12-18,1815.5,1815.5,1815.5,1815.5,0.58
2009-12-21,1834.59,1834.59,1834.59,1834.59,1.05
2009-12-22,1841.17,1841.17,1841.17,1841.17,0.36
2009-12-23,1845.8,1845.8,1845.8,1845.8,0.25
2009-12-24,1855.5,1855.5,1855.5,1855.5,0.53
2009-12-28,1857.89,1857.89,1857.89,1857.89,0.13
2009-12-29,1855.61,1855.61,1855.61,1855.61,-0.12
2009-12-30,1856.14,1856.14,1856.14,1856.14,0.03
2009-12-31,1837.5,1837.5,1837.5,1837.5,-1
2010-01-04,1867.06,1867.06,1867.06,1867.06,1.61
2010-01-05,1872.9,1872.9,1872.9,1872.9,0.31
2010-01-06,1874.73,1874.73,1874.73,1874.73,0.1
2010-01-07,1882.34,1882.34,1882.34,1882.34,0.41
2010-01-08,1887.77,1887.77,1887.77,1887.77,0.29
2010-01-11,1891.06,1891.06,1891.06,1891.06,0.17
2010-01-12,1873.32,1873.32,1873.32,1873.32,-0.94
2010-01-13,1889.1,1889.1,1889.1,1889.1,0.84
2010-01-14,1893.72,1893.72,1893.72,1893.72,0.24
2010-01-15,1873.3,1873.3,1873.3,1873.3,-1.08
2010-01-19,1896.72,1896.72,1896.72,1896.72,1.25
2010-01-20,1876.9,1876.9,1876.9,1876.9,-1.04
2010-01-21,1841.39,1841.39,1841.39,1841.39,-1.89
2010-01-22,1800.61,1800.61,1800.61,1800.61,-2.21
2010-01-25,1808.93,1808.93,1808.93,1808.93,0.46
2010-01-26,1801.34,1801.34,1801.34,1801.34,-0.42
2010-01-27,1810.21,1810.21,1810.21,1810.21,0.49
2010-01-28,1788.97,1788.97,1788.97,1788.97,-1.17
2010-01-29,1771.4,1771.4,1771.4,1771.4,-0.98
2010-02-01,1796.67,1796.67,1796.67,1796.67,1.43
2010-02-02,1819.99,1819.99,1819.99,1819.99,1.3
2010-02-03,1810.64,1810.64,1810.64,1810.64,-0.51
2010-02-04,1754.3,1754.3,1754.3,1754.3,-3.11
2010-02-05,1759.38,1759.38,1759.38,1759.38,0.29
2010-02-08,1744.37,1744.37,1744.37,1744.37,-0.85
2010-02-09,1767.18,1767.18,1767.18,1767.18,1.31
2010-02-10,1763.69,1763.69,1763.69,1763.69,-0.2
2010-02-11,1781.01,1781.01,1781.01,1781.01,0.98
2010-02-12,1776.5,1776.5,1776.5,1776.5,-0.25
2010-02-16,1808.72,1808.72,1808.72,1808.72,1.81
2010-02-17,1816.7,1816.7,1816.7,1816.7,0.44
2010-02-18,1828.81,1828.81,1828.81,1828.81,0.67
2010-02-19,1833.09,1833.09,1833.09,1833.09,0.23
2010-02-22,1831.21,1831.21,1831.21,1831.21,-0.1
2010-02-23,1809.05,1809.05,1809.05,1809.05,-1.21
2010-02-24,1826.99,1826.99,1826.99,1826.99,0.99
2010-02-25,1823.64,1823.64,1823.64,1823.64,-0.18
2010-02-26,1826.27,1826.27,1826.27,1826.27,0.14
2010-03-01,1844.87,1844.87,1844.87,1844.87,1.02
2010-03-02,1849.17,1849.17,1849.17,1849.17,0.23
2010-03-03,1850.24,1850.24,1850.24,1850.24,0.06
2010-03-04,1857.2,1857.2,1857.2,1857.2,0.38
2010-03-05,1883.28,1883.28,1883.28,1883.28,1.4
2010-03-08,1883.29,1883.29,1883.29,1883.29,0
2010-03-09,1886.6,1886.6,1886.6,1886.6,0.18
2010-03-10,1895.38,1895.38,1895.38,1895.38,0.47
2010-03-11,1903.68,1903.68,1903.68,1903.68,0.44
2010-03-12,1903.29,1903.29,1903.29,1903.29,-0.02
2010-03-15,1904.19,1904.19,1904.19,1904.19,0.05
2010-03-16,1919.02,1919.02,1919.02,1919.02,0.78
2010-03-17,1930.22,1930.22,1930.22,1930.22,0.58
2010-03-18,1929.63,1929.63,1929.63,1929.63,-0.03
2010-03-19,1919.8,1919.8,1919.8,1919.8,-0.51
2010-03-22,1929.64,1929.64,1929.64,1929.64,0.51
2010-03-23,1943.7,1943.7,1943.7,1943.7,0.73
2010-03-24,1933.04,1933.04,1933.04,1933.04,-0.55
2010-03-25,1929.75,1929.75,1929.75,1929.75,-0.17
2010-03-26,1931.18,1931.18,1931.18,1931.18,0.07
2010-03-29,1942.51,1942.51,1942.51,1942.51,0.59
2010-03-30,1942.81,1942.81,1942.81,1942.81,0.02
2010-03-31,1936.48,1936.48,1936.48,1936.48,-0.33
2010-04-01,1950.91,1950.91,1950.91,1950.91,0.75
2010-04-05,1966.44,1966.44,1966.44,1966.44,0.8
2010-04-06,1969.76,1969.76,1969.76,1969.76,0.17
2010-04-07,1959.04,1959.04,1959.04,1959.04,-0.54
2010-04-08,1965.72,1965.72,1965.72,1965.72,0.34
2010-04-09,1978.86,1978.86,1978.86,1978.86,0.67
2010-04-12,1982.4,1982.4,1982.4,1982.4,0.18
2010-04-13,1983.91,1983.91,1983.91,1983.91,0.08
2010-04-14,2006.06,2006.06,2006.06,2006.06,1.12
2010-04-15,2007.74,2007.74,2007.74,2007.74,0.08
2010-04-16,1975.36,1975.36,1975.36,1975.36,-1.61
2010-04-19,1984.32,1984.32,1984.32,1984.32,0.45
2010-04-20,2000.33,2000.33,2000.33,2000.33,0.81
2010-04-21,1998.31,1998.31,1998.31,1998.31,-0.1
2010-04-22,2002.93,2002.93,2002.93,2002.93,0.23
2010-04-23,2017.19,2017.19,2017.19,2017.19,0.71
2010-04-26,2008.55,2008.55,2008.55,2008.55,-0.43
2010-04-27,1961.6,1961.6,1961.6,1961.6,-2.34
2010-04-28,1974.63,1974.63,1974.63,1974.63,0.66
2010-04-29,2000.34,2000.34,2000.34,2000.34,1.3
2010-04-30,1967.05,1967.05,1967.05,1967.05,-1.66
2010-05-03,1992.87,1992.87,1992.87,1992.87,1.31
2010-05-04,1945.37,1945.37,1945.37,1945.37,-2.38
2010-05-05,1933.25,1933.25,1933.25,1933.25,-0.62
2010-05-06,1870.95,1870.95,1870.95,1870.95,-3.22
2010-05-07,1842.32,1842.32,1842.32,1842.32,-1.53
2010-05-10,1923.39,1923.39,1923.39,1923.39,4.4
2010-05-11,1917.25,1917.25,1917.25,1917.25,-0.32
2010-05-12,1944.25,1944.25,1944.25,1944.25,1.41
2010-05-13,1920.76,1920.76,1920.76,1920.76,-1.21
2010-05-14,1884.67,1884.67,1884.67,1884.67,-1.88
2010-05-17,1887.11,1887.11,1887.11,1887.11,0.13
2010-05-18,1860.65,1860.65,1860.65,1860.65,-1.4
2010-05-19,1851.28,1851.28,1851.28,1851.28,-0.5
2010-05-20,1779.3,1779.3,1779.3,1779.3,-3.89
2010-05-21,1806.05,1806.05,1806.05,1806.05,1.5
2010-05-24,1782.77,1782.77,1782.77,1782.77,-1.29
2010-05-25,1783.4,1783.4,1783.4,1783.4,0.04
2010-05-26,1773.65,1773.65,1773.65,1773.65,-0.55
2010-05-27,1832.61,1832.61,1832.61,1832.61,3.32
2010-05-28,1809.98,1809.98,1809.98,1809.98,-1.23
2010-06-01,1778.99,1778.99,1778.99,1778.99,-1.71
2010-06-02,1825.25,1825.25,1825.25,1825.25,2.6
2010-06-03,1832.72,1832.72,1832.72,1832.72,0.41
2010-06-04,1769.72,1769.72,1769.72,1769.72,-3.44
2010-06-07,1745.87,1745.87,1745.87,1745.87,-1.35
2010-06-08,1765.29,1765.29,1765.29,1765.29,1.11
2010-06-09,1754.91,1754.91,1754.91,1754.91,-0.59
2010-06-10,1806.69,1806.69,1806.69,1806.69,2.95
2010-06-11,1815.26,1815.26,1815.26,1815.26,0.47
2010-06-14,1812.02,1812.02,1812.02,1812.02,-0.18
2010-06-15,1854.61,1854.61,1854.61,1854.61,2.35
2010-06-16,1853.62,1853.62,1853.62,1853.62,-0.05
2010-06-17,1856.25,1856.25,1856.25,1856.25,0.14
2010-06-18,1858.7,1858.7,1858.7,1858.7,0.13
2010-06-21,1851.55,1851.55,1851.55,1851.55,-0.39
2010-06-22,1822.05,1822.05,1822.05,1822.05,-1.59
2010-06-23,1816.65,1816.65,1816.65,1816.65,-0.3
2010-06-24,1786.13,1786.13,1786.13,1786.13,-1.68
2010-06-25,1791.24,1791.24,1791.24,1791.24,0.29
2010-06-28,1787.94,1787.94,1787.94,1787.94,-0.18
2010-06-29,1732.55,1732.55,1732.55,1732.55,-3.1
2010-06-30,1715.23,1715.23,1715.23,1715.23,-1
2010-07-01,1709.77,1709.77,1709.77,1709.77,-0.32
2010-07-02,1701.86,1701.86,1701.86,1701.86,-0.46
2010-07-06,1710.97,1710.97,1710.97,1710.97,0.54
2010-07-07,1765.42,1765.42,1765.42,1765.42,3.18
2010-07-08,1782.1,1782.1,1782.1,1782.1,0.94
2010-07-09,1794.94,1794.94,1794.94,1794.94,0.72
2010-07-12,1796.3,1796.3,1796.3,1796.3,0.08
2010-07-13,1824.07,1824.07,1824.07,1824.07,1.55
2010-07-14,1823.82,1823.82,1823.82,1823.82,-0.01
2010-07-15,1826,1826,1826,1826,0.12
2010-07-16,1773.43,1773.43,1773.43,1773.43,-2.88
2010-07-19,1784.06,1784.06,1784.06,1784.06,0.6
2010-07-20,1804.48,1804.48,1804.48,1804.48,1.14
2010-07-21,1781.6,1781.6,1781.6,1781.6,-1.27
2010-07-22,1821.76,1821.76,1821.76,1821.76,2.25
2010-07-23,1836.75,1836.75,1836.75,1836.75,0.82
2010-07-26,1857.34,1857.34,1857.34,1857.34,1.12
2010-07-27,1855.39,1855.39,1855.39,1855.39,-0.11
2010-07-28,1842.66,1842.66,1842.66,1842.66,-0.69
2010-07-29,1835.29,1835.29,1835.29,1835.29,-0.4
2010-07-30,1835.4,1835.4,1835.4,1835.4,0.01
2010-08-02,1875.84,1875.84,1875.84,1875.84,2.2
2010-08-03,1866.87,1866.87,1866.87,1866.87,-0.48
2010-08-04,1878.81,1878.81,1878.81,1878.81,0.64
2010-08-05,1876.51,1876.51,1876.51,1876.51,-0.12
2010-08-06,1869.77,1869.77,1869.77,1869.77,-0.36
2010-08-09,1880.06,1880.06,1880.06,1880.06,0.55
2010-08-10,1868.88,1868.88,1868.88,1868.88,-0.59
2010-08-11,1817.13,1817.13,1817.13,1817.13,-2.77
2010-08-12,1807.61,1807.61,1807.61,1807.61,-0.52
2010-08-13,1800.39,1800.39,1800.39,1800.39,-0.4
2010-08-16,1800.7,1800.7,1800.7,1800.7,0.02
2010-08-17,1823.18,1823.18,1823.18,1823.18,1.25
2010-08-18,1826.14,1826.14,1826.14,1826.14,0.16
2010-08-19,1795.24,1795.24,1795.24,1795.24,-1.69
2010-08-20,1788.67,1788.67,1788.67,1788.67,-0.37
2010-08-23,1781.47,1781.47,1781.47,1781.47,-0.4
2010-08-24,1755.65,1755.65,1755.65,1755.65,-1.45
2010-08-25,1761.62,1761.62,1761.62,1761.62,0.34
2010-08-26,1748.14,1748.14,1748.14,1748.14,-0.77
2010-08-27,1777.6,1777.6,1777.6,1777.6,1.69
2010-08-30,1751.79,1751.79,1751.79,1751.79,-1.45
2010-08-31,1752.55,1752.55,1752.55,1752.55,0.04
2010-09-01,1804.46,1804.46,1804.46,1804.46,2.96
2010-09-02,1820.98,1820.98,1820.98,1820.98,0.92
2010-09-03,1845.1,1845.1,1845.1,1845.1,1.32
2010-09-07,1824.05,1824.05,1824.05,1824.05,-1.14
2010-09-08,1836.21,1836.21,1836.21,1836.21,0.67
2010-09-09,1845.09,1845.09,1845.09,1845.09,0.48
2010-09-10,1854.1,1854.1,1854.1,1854.1,0.49
2010-09-13,1875.41,1875.41,1875.41,1875.41,1.15
2010-09-14,1874.07,1874.07,1874.07,1874.07,-0.07
2010-09-15,1880.74,1880.74,1880.74,1880.74,0.36
2010-09-16,1880.37,1880.37,1880.37,1880.37,-0.02
2010-09-17,1881.93,1881.93,1881.93,1881.93,0.08
2010-09-20,1910.6,1910.6,1910.6,1910.6,1.52
2010-09-21,1905.74,1905.74,1905.74,1905.74,-0.25
2010-09-22,1896.77,1896.77,1896.77,1896.77,-0.47
2010-09-23,1880.97,1880.97,1880.97,1880.97,-0.83
2010-09-24,1920.84,1920.84,1920.84,1920.84,2.12
2010-09-27,1909.98,1909.98,1909.98,1909.98,-0.57
2010-09-28,1919.59,1919.59,1919.59,1919.59,0.5
2010-09-29,1914.84,1914.84,1914.84,1914.84,-0.25
2010-09-30,1908.95,1908.95,1908.95,1908.95,-0.31
2010-10-01,1917.42,1917.42,1917.42,1917.42,0.44
2010-10-04,1902.15,1902.15,1902.15,1902.15,-0.8
2010-10-05,1941.82,1941.82,1941.82,1941.82,2.09
2010-10-06,1941.5,1941.5,1941.5,1941.5,-0.02
2010-10-07,1938.31,1938.31,1938.31,1938.31,-0.16
2010-10-08,1950.18,1950.18,1950.18,1950.18,0.61
2010-10-11,1950.47,1950.47,1950.47,1950.47,0.01
2010-10-12,1957.92,1957.92,1957.92,1957.92,0.38
2010-10-13,1972.08,1972.08,1972.08,1972.08,0.72
2010-10-14,1964.9,1964.9,1964.9,1964.9,-0.36
2010-10-15,1968.87,1968.87,1968.87,1968.87,0.2
2010-10-18,1983.17,1983.17,1983.17,1983.17,0.73
2010-10-19,1951.67,1951.67,1951.67,1951.67,-1.59
2010-10-20,1972.51,1972.51,1972.51,1972.51,1.07
2010-10-21,1976.12,1976.12,1976.12,1976.12,0.18
2010-10-22,1980.83,1980.83,1980.83,1980.83,0.24
2010-10-25,1985.11,1985.11,1985.11,1985.11,0.22
2010-10-26,1985.13,1985.13,1985.13,1985.13,0
2010-10-27,1980.05,1980.05,1980.05,1980.05,-0.26
2010-10-28,1982.45,1982.45,1982.45,1982.45,0.12
2010-10-29,1981.59,1981.59,1981.59,1981.59,-0.04
2010-11-01,1983.47,1983.47,1983.47,1983.47,0.1
2010-11-02,1998.86,1998.86,1998.86,1998.86,0.78
2010-11-03,2006.58,2006.58,2006.58,2006.58,0.39
2010-11-04,2045.62,2045.62,2045.62,2045.62,1.95
2010-11-05,2053.77,2053.77,2053.77,2053.77,0.4
2010-11-08,2049.69,2049.69,2049.69,2049.69,-0.2
2010-11-09,2033.85,2033.85,2033.85,2033.85,-0.77
2010-11-10,2043.16,2043.16,2043.16,2043.16,0.46
2010-11-11,2034.48,2034.48,2034.48,2034.48,-0.42
2010-11-12,2010.57,2010.57,2010.57,2010.57,-1.18
2010-11-15,2008.25,2008.25,2008.25,2008.25,-0.12
2010-11-16,1976.26,1976.26,1976.26,1976.26,-1.59
2010-11-17,1977,1977,1977,1977,0.04
2010-11-18,2007.38,2007.38,2007.38,2007.38,1.54
2010-11-19,2012.59,2012.59,2012.59,2012.59,0.26
2010-11-22,2009.52,2009.52,2009.52,2009.52,-0.15
2010-11-23,1980.89,1980.89,1980.89,1980.89,-1.42
2010-11-24,2010.56,2010.56,2010.56,2010.56,1.5
2010-11-26,1996.03,1996.03,1996.03,1996.03,-0.72
2010-11-29,1993.83,1993.83,1993.83,1993.83,-0.11
2010-11-30,1981.84,1981.84,1981.84,1981.84,-0.6
2010-12-01,2024.97,2024.97,2024.97,2024.97,2.18
2010-12-02,2050.96,2050.96,2050.96,2050.96,1.28
2010-12-03,2056.4,2056.4,2056.4,2056.4,0.26
2010-12-06,2053.8,2053.8,2053.8,2053.8,-0.13
2010-12-07,2054.89,2054.89,2054.89,2054.89,0.05
2010-12-08,2063.03,2063.03,2063.03,2063.03,0.4
2010-12-09,2071.12,2071.12,2071.12,2071.12,0.39
2010-12-10,2083.57,2083.57,2083.57,2083.57,0.6
2010-12-13,2084,2084,2084,2084,0.02
2010-12-14,2085.93,2085.93,2085.93,2085.93,0.09
2010-12-15,2075.29,2075.29,2075.29,2075.29,-0.51
2010-12-16,2088.19,2088.19,2088.19,2088.19,0.62
2010-12-17,2089.95,2089.95,2089.95,2089.95,0.08
2010-12-20,2095.32,2095.32,2095.32,2095.32,0.26
2010-12-21,2108.26,2108.26,2108.26,2108.26,0.62
2010-12-22,2115.69,2115.69,2115.69,2115.69,0.35
2010-12-23,2112.37,2112.37,2112.37,2112.37,-0.16
2010-12-27,2113.67,2113.67,2113.67,2113.67,0.06
2010-12-28,2115.32,2115.32,2115.32,2115.32,0.08
2010-12-29,2117.83,2117.83,2117.83,2117.83,0.12
2010-12-30,2114.7,2114.7,2114.7,2114.7,-0.15
2010-12-31,2114.29,2114.29,2114.29,2114.29,-0.02
2011-01-03,2138.3,2138.3,2138.3,2138.3,1.14
2011-01-04,2135.53,2135.53,2135.53,2135.53,-0.13
2011-01-05,2146.5,2146.5,2146.5,2146.5,0.51
2011-01-06,2142.76,2142.76,2142.76,2142.76,-0.17
2011-01-07,2138.81,2138.81,2138.81,2138.81,-0.18
2011-01-10,2135.86,2135.86,2135.86,2135.86,-0.14
2011-01-11,2143.82,2143.82,2143.82,2143.82,0.37
2011-01-12,2163.35,2163.35,2163.35,2163.35,0.91
2011-01-13,2159.66,2159.66,2159.66,2159.66,-0.17
2011-01-14,2175.68,2175.68,2175.68,2175.68,0.74
2011-01-18,2178.72,2178.72,2178.72,2178.72,0.14
2011-01-19,2156.97,2156.97,2156.97,2156.97,-1
2011-01-20,2154.18,2154.18,2154.18,2154.18,-0.13
2011-01-21,2159.43,2159.43,2159.43,2159.43,0.24
2011-01-24,2172.03,2172.03,2172.03,2172.03,0.58
2011-01-25,2172.67,2172.67,2172.67,2172.67,0.03
2011-01-26,2181.92,2181.92,2181.92,2181.92,0.43
2011-01-27,2186.93,2186.93,2186.93,2186.93,0.23
2011-01-28,2147.95,2147.95,2147.95,2147.95,-1.78
2011-01-31,2164.4,2164.4,2164.4,2164.4,0.77
2011-02-01,2200.54,2200.54,2200.54,2200.54,1.67
2011-02-02,2194.94,2194.94,2194.94,2194.94,-0.25
2011-02-03,2200.42,2200.42,2200.42,2200.42,0.25
2011-02-04,2206.8,2206.8,2206.8,2206.8,0.29
2011-02-07,2220.6,2220.6,2220.6,2220.6,0.63
2011-02-08,2230.59,2230.59,2230.59,2230.59,0.45
2011-02-09,2224.64,2224.64,2224.64,2224.64,-0.27
2011-02-10,2226.51,2226.51,2226.51,2226.51,0.08
2011-02-11,2239.08,2239.08,2239.08,2239.08,0.56
2011-02-14,2244.89,2244.89,2244.89,2244.89,0.26
2011-02-15,2237.9,2237.9,2237.9,2237.9,-0.31
2011-02-16,2252.3,2252.3,2252.3,2252.3,0.64
2011-02-17,2259.42,2259.42,2259.42,2259.42,0.32
2011-02-18,2263.79,2263.79,2263.79,2263.79,0.19
2011-02-22,2217.35,2217.35,2217.35,2217.35,-2.05
2011-02-23,2203.89,2203.89,2203.89,2203.89,-0.61
2011-02-24,2202.23,2202.23,2202.23,2202.23,-0.08
2011-02-25,2226.05,2226.05,2226.05,2226.05,1.08
2011-02-28,2238.55,2238.55,2238.55,2238.55,0.56
2011-03-01,2203.31,2203.31,2203.31,2203.31,-1.57
2011-03-02,2207.24,2207.24,2207.24,2207.24,0.18
2011-03-03,2245.33,2245.33,2245.33,2245.33,1.73
2011-03-04,2228.78,2228.78,2228.78,2228.78,-0.74
2011-03-07,2210.26,2210.26,2210.26,2210.26,-0.83
2011-03-08,2230.4,2230.4,2230.4,2230.4,0.91
2011-03-09,2227.7,2227.7,2227.7,2227.7,-0.12
2011-03-10,2185.65,2185.65,2185.65,2185.65,-1.89
2011-03-11,2201.81,2201.81,2201.81,2201.81,0.74
2011-03-14,2188.56,2188.56,2188.56,2188.56,-0.6
2011-03-15,2164.06,2164.06,2164.06,2164.06,-1.12
2011-03-16,2121.94,2121.94,2121.94,2121.94,-1.95
2011-03-17,2150.43,2150.43,2150.43,2150.43,1.34
2011-03-18,2159.69,2159.69,2159.69,2159.69,0.43
2011-03-21,2192.09,2192.09,2192.09,2192.09,1.5
2011-03-22,2184.57,2184.57,2184.57,2184.57,-0.34
2011-03-23,2190.96,2190.96,2190.96,2190.96,0.29
2011-03-24,2211.42,2211.42,2211.42,2211.42,0.93
2011-03-25,2218.42,2218.42,2218.42,2218.42,0.32
2011-03-28,2212.32,2212.32,2212.32,2212.32,-0.27
2011-03-29,2228.41,2228.41,2228.41,2228.41,0.73
2011-03-30,2243.55,2243.55,2243.55,2243.55,0.68
2011-03-31,2239.44,2239.44,2239.44,2239.44,-0.18
2011-04-01,2250.58,2250.58,2250.58,2250.58,0.5
2011-04-04,2251.64,2251.64,2251.64,2251.64,0.05
2011-04-05,2251.26,2251.26,2251.26,2251.26,-0.02
2011-04-06,2257.11,2257.11,2257.11,2257.11,0.26
2011-04-07,2253.76,2253.76,2253.76,2253.76,-0.15
2011-04-08,2244.74,2244.74,2244.74,2244.74,-0.4
2011-04-11,2238.51,2238.51,2238.51,2238.51,-0.28
2011-04-12,2221.12,2221.12,2221.12,2221.12,-0.78
2011-04-13,2221.77,2221.77,2221.77,2221.77,0.03
2011-04-14,2221.99,2221.99,2221.99,2221.99,0.01
2011-04-15,2230.7,2230.7,2230.7,2230.7,0.39
2011-04-18,2206.15,2206.15,2206.15,2206.15,-1.1
2011-04-19,2218.86,2218.86,2218.86,2218.86,0.58
2011-04-20,2248.9,2248.9,2248.9,2248.9,1.35
2011-04-21,2260.84,2260.84,2260.84,2260.84,0.53
2011-04-25,2257.24,2257.24,2257.24,2257.24,-0.16
2011-04-26,2277.51,2277.51,2277.51,2277.51,0.9
2011-04-27,2292.13,2292.13,2292.13,2292.13,0.64
2011-04-28,2300.46,2300.46,2300.46,2300.46,0.36
2011-04-29,2305.76,2305.76,2305.76,2305.76,0.23
2011-05-02,2301.72,2301.72,2301.72,2301.72,-0.18
2011-05-03,2293.95,2293.95,2293.95,2293.95,-0.34
2011-05-04,2278.63,2278.63,2278.63,2278.63,-0.67
2011-05-05,2258.08,2258.08,2258.08,2258.08,-0.9
2011-05-06,2266.97,2266.97,2266.97,2266.97,0.39
2011-05-09,2277.3,2277.3,2277.3,2277.3,0.46
2011-05-10,2295.72,2295.72,2295.72,2295.72,0.81
2011-05-11,2271.47,2271.47,2271.47,2271.47,-1.06
2011-05-12,2282.84,2282.84,2282.84,2282.84,0.5
2011-05-13,2264.52,2264.52,2264.52,2264.52,-0.8
2011-05-16,2250.61,2250.61,2250.61,2250.61,-0.61
2011-05-17,2250.35,2250.35,2250.35,2250.35,-0.01
2011-05-18,2270.57,2270.57,2270.57,2270.57,0.9
2011-05-19,2275.71,2275.71,2275.71,2275.71,0.23
2011-05-20,2258.21,2258.21,2258.21,2258.21,-0.77
2011-05-23,2231.31,2231.31,2231.31,2231.31,-1.19
2011-05-24,2229.49,2229.49,2229.49,2229.49,-0.08
2011-05-25,2236.75,2236.75,2236.75,2236.75,0.33
2011-05-26,2246.13,2246.13,2246.13,2246.13,0.42
2011-05-27,2255.74,2255.74,2255.74,2255.74,0.43
2011-05-31,2279.66,2279.66,2279.66,2279.66,1.06
2011-06-01,2227.96,2227.96,2227.96,2227.96,-2.27
2011-06-02,2225.36,2225.36,2225.36,2225.36,-0.12
2011-06-03,2203.81,2203.81,2203.81,2203.81,-0.97
2011-06-06,2180.14,2180.14,2180.14,2180.14,-1.07
2011-06-07,2178.15,2178.15,2178.15,2178.15,-0.09
2011-06-08,2169.5,2169.5,2169.5,2169.5,-0.4
2011-06-09,2185.52,2185.52,2185.52,2185.52,0.74
2011-06-10,2155,2155,2155,2155,-1.4
2011-06-13,2157.15,2157.15,2157.15,2157.15,0.1
2011-06-14,2184.48,2184.48,2184.48,2184.48,1.27
2011-06-15,2146.45,2146.45,2146.45,2146.45,-1.74
2011-06-16,2150.58,2150.58,2150.58,2150.58,0.19
2011-06-17,2157.14,2157.14,2157.14,2157.14,0.31
2011-06-20,2168.8,2168.8,2168.8,2168.8,0.54
2011-06-21,2198.15,2198.15,2198.15,2198.15,1.35
2011-06-22,2184.03,2184.03,2184.03,2184.03,-0.64
2011-06-23,2177.85,2177.85,2177.85,2177.85,-0.28
2011-06-24,2152.31,2152.31,2152.31,2152.31,-1.17
2011-06-27,2172.08,2172.08,2172.08,2172.08,0.92
2011-06-28,2200.68,2200.68,2200.68,2200.68,1.32
2011-06-29,2219.2,2219.2,2219.2,2219.2,0.84
2011-06-30,2241.66,2241.66,2241.66,2241.66,1.01
2011-07-01,2274.26,2274.26,2274.26,2274.26,1.45
2011-07-05,2271.29,2271.29,2271.29,2271.29,-0.13
2011-07-06,2274.42,2274.42,2274.42,2274.42,0.14
2011-07-07,2298.31,2298.31,2298.31,2298.31,1.05
2011-07-08,2282.32,2282.32,2282.32,2282.32,-0.7
2011-07-11,2241.07,2241.07,2241.07,2241.07,-1.81
2011-07-12,2231.15,2231.15,2231.15,2231.15,-0.44
2011-07-13,2238.29,2238.29,2238.29,2238.29,0.32
2011-07-14,2223.29,2223.29,2223.29,2223.29,-0.67
2011-07-15,2235.65,2235.65,2235.65,2235.65,0.56
2011-07-18,2217.55,2217.55,2217.55,2217.55,-0.81
2011-07-19,2253.71,2253.71,2253.71,2253.71,1.63
2011-07-20,2252.52,2252.52,2252.52,2252.52,-0.05
2011-07-21,2283.23,2283.23,2283.23,2283.23,1.36
2011-07-22,2285.34,2285.34,2285.34,2285.34,0.09
2011-07-25,2272.47,2272.47,2272.47,2272.47,-0.56
2011-07-26,2263.15,2263.15,2263.15,2263.15,-0.41
2011-07-27,2217.29,2217.29,2217.29,2217.29,-2.03
2011-07-28,2210.33,2210.33,2210.33,2210.33,-0.31
2011-07-29,2196.08,2196.08,2196.08,2196.08,-0.64
2011-08-01,2187,2187,2187,2187,-0.41
2011-08-02,2131.1,2131.1,2131.1,2131.1,-2.56
2011-08-03,2142.56,2142.56,2142.56,2142.56,0.54
2011-08-04,2040.2,2040.2,2040.2,2040.2,-4.78
2011-08-05,2039.04,2039.04,2039.04,2039.04,-0.06
2011-08-08,1903.47,1903.47,1903.47,1903.47,-6.65
2011-08-09,1993.76,1993.76,1993.76,1993.76,4.74
2011-08-10,1906.53,1906.53,1906.53,1906.53,-4.37
2011-08-11,1995.14,1995.14,1995.14,1995.14,4.65
2011-08-12,2005.67,2005.67,2005.67,2005.67,0.53
2011-08-15,2049.51,2049.51,2049.51,2049.51,2.19
2011-08-16,2029.92,2029.92,2029.92,2029.92,-0.96
2011-08-17,2032.41,2032.41,2032.41,2032.41,0.12
2011-08-18,1941.92,1941.92,1941.92,1941.92,-4.45
2011-08-19,1912.77,1912.77,1912.77,1912.77,-1.5
2011-08-22,1913.27,1913.27,1913.27,1913.27,0.03
2011-08-23,1978.89,1978.89,1978.89,1978.89,3.43
2011-08-24,2005.13,2005.13,2005.13,2005.13,1.33
2011-08-25,1973.96,1973.96,1973.96,1973.96,-1.55
2011-08-26,2004.11,2004.11,2004.11,2004.11,1.53
2011-08-29,2061.05,2061.05,2061.05,2061.05,2.84
2011-08-30,2066.37,2066.37,2066.37,2066.37,0.26
2011-08-31,2076.78,2076.78,2076.78,2076.78,0.5
