Date,Price,Open,High,Low,Change %
2014-08-13,3536.42,3536.42,3536.42,3536.42,0.7
2014-08-14,3551.97,3551.97,3551.97,3551.97,0.44
2014-08-15,3552.17,3552.17,3552.17,3552.17,0.01
2014-08-18,3582.7,3582.7,3582.7,3582.7,0.86
2014-08-19,3601.33,3601.33,3601.33,3601.33,0.52
2014-08-20,3610.49,3610.49,3610.49,3610.49,0.25
2014-08-21,3621.23,3621.23,3621.23,3621.23,0.3
2014-08-22,3614.5,3614.5,3614.5,3614.5,-0.19
2014-08-25,3631.86,3631.86,3631.86,3631.86,0.48
2014-08-26,3635.71,3635.71,3635.71,3635.71,0.11
2014-08-27,3636.64,3636.64,3636.64,3636.64,0.03
2014-08-28,3630.98,3630.98,3630.98,3630.98,-0.16
2014-08-29,3643.34,3643.34,3643.34,3643.34,0.34
2014-09-02,3641.52,3641.52,3641.52,3641.52,-0.05
2014-09-03,3639.35,3639.35,3639.35,3639.35,-0.06
2014-09-04,3633.87,3633.87,3633.87,3633.87,-0.15
2014-09-05,3652.26,3652.26,3652.26,3652.26,0.51
2014-09-08,3641.66,3641.66,3641.66,3641.66,-0.29
2014-09-09,3617.89,3617.89,3617.89,3617.89,-0.65
2014-09-10,3631.45,3631.45,3631.45,3631.45,0.37
2014-09-11,3635.66,3635.66,3635.66,3635.66,0.12
2014-09-12,3614.06,3614.06,3614.06,3614.06,-0.59
2014-09-15,3611.52,3611.52,3611.52,3611.52,-0.07
2014-09-16,3638.6,3638.6,3638.6,3638.6,0.75
2014-09-17,3643.4,3643.4,3643.4,3643.4,0.13
2014-09-18,3661.73,3661.73,3661.73,3661.73,0.5
2014-09-19,3660.03,3660.03,3660.03,3660.03,-0.05
2014-09-22,3630.7,3630.7,3630.7,3630.7,-0.8
2014-09-23,3610.1,3610.1,3610.1,3610.1,-0.57
2014-09-24,3638.44,3638.44,3638.44,3638.44,0.79
2014-09-25,3579.61,3579.61,3579.61,3579.61,-1.62
2014-09-26,3610.98,3610.98,3610.98,3610.98,0.88
2014-09-29,3602.09,3602.09,3602.09,3602.09,-0.25
2014-09-30,3592.25,3592.25,3592.25,3592.25,-0.27
2014-10-01,3544.98,3544.98,3544.98,3544.98,-1.32
2014-10-02,3545.3,3545.3,3545.3,3545.3,0.01
2014-10-03,3584.94,3584.94,3584.94,3584.94,1.12
2014-10-06,3579.42,3579.42,3579.42,3579.42,-0.15
2014-10-07,3525.29,3525.29,3525.29,3525.29,-1.51
2014-10-08,3588.07,3588.07,3588.07,3588.07,1.78
2014-10-09,3514.12,3514.12,3514.12,3514.12,-2.06
2014-10-10,3474.23,3474.23,3474.23,3474.23,-1.13
2014-10-13,3417.01,3417.01,3417.01,3417.01,-1.65
2014-10-14,3422.43,3422.43,3422.43,3422.43,0.16
2014-10-15,3395.03,3395.03,3395.03,3395.03,-0.8
2014-10-16,3395.64,3395.64,3395.64,3395.64,0.02
2014-10-17,3439.39,3439.39,3439.39,3439.39,1.29
2014-10-20,3470.89,3470.89,3470.89,3470.89,0.92
2014-10-21,3538.9,3538.9,3538.9,3538.9,1.96
2014-10-22,3513.47,3513.47,3513.47,3513.47,-0.72
2014-10-23,3556.7,3556.7,3556.7,3556.7,1.23
2014-10-24,3581.82,3581.82,3581.82,3581.82,0.71
2014-10-27,3576.47,3576.47,3576.47,3576.47,-0.15
2014-10-28,3619.16,3619.16,3619.16,3619.16,1.19
2014-10-29,3614.53,3614.53,3614.53,3614.53,-0.13
2014-10-30,3637.3,3637.3,3637.3,3637.3,0.63
2014-10-31,3679.99,3679.99,3679.99,3679.99,1.17
2014-11-03,3679.58,3679.58,3679.58,3679.58,-0.01
2014-11-04,3669.18,3669.18,3669.18,3669.18,-0.28
2014-11-05,3691.38,3691.38,3691.38,3691.38,0.6
2014-11-06,3706.45,3706.45,3706.45,3706.45,0.41
2014-11-07,3708.46,3708.46,3708.46,3708.46,0.05
2014-11-10,3720.25,3720.25,3720.25,3720.25,0.32
2014-11-11,3722.84,3722.84,3722.84,3722.84,0.07
2014-11-12,3721.3,3721.3,3721.3,3721.3,-0.04
2014-11-13,3723.58,3723.58,3723.58,3723.58,0.06
2014-11-14,3724.92,3724.92,3724.92,3724.92,0.04
2014-11-17,3727.86,3727.86,3727.86,3727.86,0.08
2014-11-18,3747.74,3747.74,3747.74,3747.74,0.53
2014-11-19,3742.35,3742.35,3742.35,3742.35,-0.14
2014-11-20,3749.87,3749.87,3749.87,3749.87,0.2
2014-11-21,3770.03,3770.03,3770.03,3770.03,0.54
2014-11-24,3780.88,3780.88,3780.88,3780.88,0.29
2014-11-25,3776.94,3776.94,3776.94,3776.94,-0.1
2014-11-26,3788.42,3788.42,3788.42,3788.42,0.3
2014-11-28,3778.96,3778.96,3778.96,3778.96,-0.25
2014-12-01,3753.31,3753.31,3753.31,3753.31,-0.68
2014-12-02,3777.47,3777.47,3777.47,3777.47,0.64
2014-12-03,3792.69,3792.69,3792.69,3792.69,0.4
2014-12-04,3788.34,3788.34,3788.34,3788.34,-0.11
2014-12-05,3794.68,3794.68,3794.68,3794.68,0.17
2014-12-08,3767.7,3767.7,3767.7,3767.7,-0.71
2014-12-09,3766.83,3766.83,3766.83,3766.83,-0.02
2014-12-10,3705.51,3705.51,3705.51,3705.51,-1.63
2014-12-11,3723.32,3723.32,3723.32,3723.32,0.48
2014-12-12,3663.1,3663.1,3663.1,3663.1,-1.62
2014-12-15,3639.97,3639.97,3639.97,3639.97,-0.63
2014-12-16,3609.06,3609.06,3609.06,3609.06,-0.85
2014-12-17,3682.7,3682.7,3682.7,3682.7,2.04
2014-12-18,3771.72,3771.72,3771.72,3771.72,2.42
2014-12-19,3788.97,3788.97,3788.97,3788.97,0.46
2014-12-22,3803.94,3803.94,3803.94,3803.94,0.4
2014-12-23,3810.78,3810.78,3810.78,3810.78,0.18
2014-12-24,3810.39,3810.39,3810.39,3810.39,-0.01
2014-12-26,3823,3823,3823,3823,0.33
2014-12-29,3826.95,3826.95,3826.95,3826.95,0.1
2014-12-30,3808.69,3808.69,3808.69,3808.69,-0.48
2014-12-31,3769.44,3769.44,3769.44,3769.44,-1.03
2015-01-02,3768.68,3768.68,3768.68,3768.68,-0.02
2015-01-05,3700.03,3700.03,3700.03,3700.03,-1.82
2015-01-06,3667.14,3667.14,3667.14,3667.14,-0.89
2015-01-07,3710.94,3710.94,3710.94,3710.94,1.19
2015-01-08,3777.4,3777.4,3777.4,3777.4,1.79
2015-01-09,3745.67,3745.67,3745.67,3745.67,-0.84
2015-01-12,3715.36,3715.36,3715.36,3715.36,-0.81
2015-01-13,3706.15,3706.15,3706.15,3706.15,-0.25
2015-01-14,3684.72,3684.72,3684.72,3684.72,-0.58
2015-01-15,3650.74,3650.74,3650.74,3650.74,-0.92
2015-01-16,3699.79,3699.79,3699.79,3699.79,1.34
2015-01-20,3705.65,3705.65,3705.65,3705.65,0.16
2015-01-21,3723.62,3723.62,3723.62,3723.62,0.49
2015-01-22,3780.51,3780.51,3780.51,3780.51,1.53
2015-01-23,3759.76,3759.76,3759.76,3759.76,-0.55
2015-01-26,3769.45,3769.45,3769.45,3769.45,0.26
2015-01-27,3718.99,3718.99,3718.99,3718.99,-1.34
2015-01-28,3669.1,3669.1,3669.1,3669.1,-1.34
2015-01-29,3704.35,3704.35,3704.35,3704.35,0.96
2015-01-30,3656.28,3656.28,3656.28,3656.28,-1.3
2015-02-02,3703.77,3703.77,3703.77,3703.77,1.3
2015-02-03,3757.34,3757.34,3757.34,3757.34,1.45
2015-02-04,3742.84,3742.84,3742.84,3742.84,-0.39
2015-02-05,3782.11,3782.11,3782.11,3782.11,1.05
2015-02-06,3770.2,3770.2,3770.2,3770.2,-0.32
2015-02-09,3754.36,3754.36,3754.36,3754.36,-0.42
2015-02-10,3794.62,3794.62,3794.62,3794.62,1.07
2015-02-11,3795.82,3795.82,3795.82,3795.82,0.03
2015-02-12,3833.35,3833.35,3833.35,3833.35,0.99
2015-02-13,3849.29,3849.29,3849.29,3849.29,0.42
2015-02-17,3856.04,3856.04,3856.04,3856.04,0.18
2015-02-18,3855,3855,3855,3855,-0.03
2015-02-19,3851.53,3851.53,3851.53,3851.53,-0.09
2015-02-20,3875.6,3875.6,3875.6,3875.6,0.63
2015-02-23,3874.46,3874.46,3874.46,3874.46,-0.03
2015-02-24,3885.27,3885.27,3885.27,3885.27,0.28
2015-02-25,3882.95,3882.95,3882.95,3882.95,-0.06
2015-02-26,3877.85,3877.85,3877.85,3877.85,-0.13
2015-02-27,3866.42,3866.42,3866.42,3866.42,-0.29
2015-03-02,3890.32,3890.32,3890.32,3890.32,0.62
2015-03-03,3872.71,3872.71,3872.71,3872.71,-0.45
2015-03-04,3856.51,3856.51,3856.51,3856.51,-0.42
2015-03-05,3861.29,3861.29,3861.29,3861.29,0.12
2015-03-06,3807.04,3807.04,3807.04,3807.04,-1.4
2015-03-09,3822.42,3822.42,3822.42,3822.42,0.4
2015-03-10,3757.83,3757.83,3757.83,3757.83,-1.69
2015-03-11,3751.2,3751.2,3751.2,3751.2,-0.18
2015-03-12,3799.43,3799.43,3799.43,3799.43,1.29
2015-03-13,3776.44,3776.44,3776.44,3776.44,-0.61
2015-03-16,3827.62,3827.62,3827.62,3827.62,1.36
2015-03-17,3814.91,3814.91,3814.91,3814.91,-0.33
2015-03-18,3861.39,3861.39,3861.39,3861.39,1.22
2015-03-19,3842.62,3842.62,3842.62,3842.62,-0.49
2015-03-20,3877.26,3877.26,3877.26,3877.26,0.9
2015-03-23,3870.49,3870.49,3870.49,3870.49,-0.17
2015-03-24,3847.05,3847.05,3847.05,3847.05,-0.61
2015-03-25,3791.13,3791.13,3791.13,3791.13,-1.45
2015-03-26,3782.21,3782.21,3782.21,3782.21,-0.24
2015-03-27,3791.9,3791.9,3791.9,3791.9,0.26
2015-03-30,3838.65,3838.65,3838.65,3838.65,1.23
2015-03-31,3805.27,3805.27,3805.27,3805.27,-0.87
2015-04-01,3790.66,3790.66,3790.66,3790.66,-0.38
2015-04-02,3804.14,3804.14,3804.14,3804.14,0.36
2015-04-06,3829.31,3829.31,3829.31,3829.31,0.66
2015-04-07,3821.49,3821.49,3821.49,3821.49,-0.2
2015-04-08,3833.2,3833.2,3833.2,3833.2,0.31
2015-04-09,3850.29,3850.29,3850.29,3850.29,0.45
2015-04-10,3870.31,3870.31,3870.31,3870.31,0.52
2015-04-13,3852.93,3852.93,3852.93,3852.93,-0.45
2015-04-14,3859.22,3859.22,3859.22,3859.22,0.16
2015-04-15,3879.1,3879.1,3879.1,3879.1,0.51
2015-04-16,3876.17,3876.17,3876.17,3876.17,-0.08
2015-04-17,3832.33,3832.33,3832.33,3832.33,-1.13
2015-04-20,3867.82,3867.82,3867.82,3867.82,0.93
2015-04-21,3862.15,3862.15,3862.15,3862.15,-0.15
2015-04-22,3881.93,3881.93,3881.93,3881.93,0.51
2015-04-23,3891.46,3891.46,3891.46,3891.46,0.25
2015-04-24,3900.24,3900.24,3900.24,3900.24,0.23
2015-04-27,3884.1,3884.1,3884.1,3884.1,-0.41
2015-04-28,3895.21,3895.21,3895.21,3895.21,0.29
2015-04-29,3880.9,3880.9,3880.9,3880.9,-0.37
2015-04-30,3841.78,3841.78,3841.78,3841.78,-1.01
2015-05-01,3883.75,3883.75,3883.75,3883.75,1.09
2015-05-04,3895.16,3895.16,3895.16,3895.16,0.29
2015-05-05,3849.41,3849.41,3849.41,3849.41,-1.17
2015-05-06,3833.7,3833.7,3833.7,3833.7,-0.41
2015-05-07,3849.13,3849.13,3849.13,3849.13,0.4
2015-05-08,3901.01,3901.01,3901.01,3901.01,1.35
2015-05-11,3881.93,3881.93,3881.93,3881.93,-0.49
2015-05-12,3870.69,3870.69,3870.69,3870.69,-0.29
2015-05-13,3870.36,3870.36,3870.36,3870.36,-0.01
2015-05-14,3912.52,3912.52,3912.52,3912.52,1.09
2015-05-15,3915.99,3915.99,3915.99,3915.99,0.09
2015-05-18,3928.15,3928.15,3928.15,3928.15,0.31
2015-05-19,3926.41,3926.41,3926.41,3926.41,-0.04
2015-05-20,3923.18,3923.18,3923.18,3923.18,-0.08
2015-05-21,3932.9,3932.9,3932.9,3932.9,0.25
2015-05-22,3924.16,3924.16,3924.16,3924.16,-0.22
2015-05-26,3883.88,3883.88,3883.88,3883.88,-1.03
2015-05-27,3920.11,3920.11,3920.11,3920.11,0.93
2015-05-28,3915.82,3915.82,3915.82,3915.82,-0.11
2015-05-29,3891.18,3891.18,3891.18,3891.18,-0.63
2015-06-01,3899.59,3899.59,3899.59,3899.59,0.22
2015-06-02,3895.85,3895.85,3895.85,3895.85,-0.1
2015-06-03,3904.83,3904.83,3904.83,3904.83,0.23
2015-06-04,3871.23,3871.23,3871.23,3871.23,-0.86
2015-06-05,3865.83,3865.83,3865.83,3865.83,-0.14
2015-06-08,3841.45,3841.45,3841.45,3841.45,-0.63
2015-06-09,3843.16,3843.16,3843.16,3843.16,0.04
2015-06-10,3889.7,3889.7,3889.7,3889.7,1.21
2015-06-11,3897.59,3897.59,3897.59,3897.59,0.2
2015-06-12,3870.56,3870.56,3870.56,3870.56,-0.69
2015-06-15,3852.75,3852.75,3852.75,3852.75,-0.46
2015-06-16,3874.73,3874.73,3874.73,3874.73,0.57
2015-06-17,3882.49,3882.49,3882.49,3882.49,0.2
2015-06-18,3921.43,3921.43,3921.43,3921.43,1
2015-06-19,3900.64,3900.64,3900.64,3900.64,-0.53
2015-06-22,3924.41,3924.41,3924.41,3924.41,0.61
2015-06-23,3927.23,3927.23,3927.23,3927.23,0.07
2015-06-24,3898.47,3898.47,3898.47,3898.47,-0.73
2015-06-25,3887.04,3887.04,3887.04,3887.04,-0.29
2015-06-26,3886.21,3886.21,3886.21,3886.21,-0.02
2015-06-29,3805.5,3805.5,3805.5,3805.5,-2.08
2015-06-30,3815.85,3815.85,3815.85,3815.85,0.27
2015-07-01,3843.26,3843.26,3843.26,3843.26,0.72
2015-07-02,3842.06,3842.06,3842.06,3842.06,-0.03
2015-07-06,3827.35,3827.35,3827.35,3827.35,-0.38
2015-07-07,3850.66,3850.66,3850.66,3850.66,0.61
2015-07-08,3787.67,3787.67,3787.67,3787.67,-1.64
2015-07-09,3796.26,3796.26,3796.26,3796.26,0.23
2015-07-10,3843.1,3843.1,3843.1,3843.1,1.23
2015-07-13,3885.97,3885.97,3885.97,3885.97,1.12
2015-07-14,3903.31,3903.31,3903.31,3903.31,0.45
2015-07-15,3900.5,3900.5,3900.5,3900.5,-0.07
2015-07-16,3931.85,3931.85,3931.85,3931.85,0.8
2015-07-17,3936.22,3936.22,3936.22,3936.22,0.11
2015-07-20,3939.35,3939.35,3939.35,3939.35,0.08
2015-07-21,3922.7,3922.7,3922.7,3922.7,-0.42
2015-07-22,3913.75,3913.75,3913.75,3913.75,-0.23
2015-07-23,3891.79,3891.79,3891.79,3891.79,-0.56
2015-07-24,3850.15,3850.15,3850.15,3850.15,-1.07
2015-07-27,3827.93,3827.93,3827.93,3827.93,-0.58
2015-07-28,3875.37,3875.37,3875.37,3875.37,1.24
2015-07-29,3904.21,3904.21,3904.21,3904.21,0.74
2015-07-30,3904.64,3904.64,3904.64,3904.64,0.01
2015-07-31,3895.8,3895.8,3895.8,3895.8,-0.23
2015-08-03,3885.07,3885.07,3885.07,3885.07,-0.28
2015-08-04,3876.44,3876.44,3876.44,3876.44,-0.22
2015-08-05,3889.99,3889.99,3889.99,3889.99,0.35
2015-08-06,3860.92,3860.92,3860.92,3860.92,-0.75
2015-08-07,3849.96,3849.96,3849.96,3849.96,-0.28
2015-08-10,3899.36,3899.36,3899.36,3899.36,1.28
2015-08-11,3862.81,3862.81,3862.81,3862.81,-0.94
2015-08-12,3867.37,3867.37,3867.37,3867.37,0.12
2015-08-13,3863.03,3863.03,3863.03,3863.03,-0.11
2015-08-14,3878.16,3878.16,3878.16,3878.16,0.39
2015-08-17,3899.1,3899.1,3899.1,3899.1,0.54
2015-08-18,3889.6,3889.6,3889.6,3889.6,-0.24
2015-08-19,3857.74,3857.74,3857.74,3857.74,-0.82
2015-08-20,3776.36,3776.36,3776.36,3776.36,-2.11
2015-08-21,3656.67,3656.67,3656.67,3656.67,-3.17
2015-08-24,3512.65,3512.65,3512.65,3512.65,-3.94
2015-08-25,3465.19,3465.19,3465.19,3465.19,-1.35
2015-08-26,3600.73,3600.73,3600.73,3600.73,3.91
2015-08-27,3688.6,3688.6,3688.6,3688.6,2.44
2015-08-28,3691.3,3691.3,3691.3,3691.3,0.07
2015-08-31,3660.75,3660.75,3660.75,3660.75,-0.83
2015-09-01,3552.66,3552.66,3552.66,3552.66,-2.95
2015-09-02,3618.25,3618.25,3618.25,3618.25,1.85
2015-09-03,3622.66,3622.66,3622.66,3622.66,0.12
2015-09-04,3567.41,3567.41,3567.41,3567.41,-1.52
2015-09-08,3657.32,3657.32,3657.32,3657.32,2.52
2015-09-09,3606.8,3606.8,3606.8,3606.8,-1.38
2015-09-10,3626.14,3626.14,3626.14,3626.14,0.54
2015-09-11,3643.54,3643.54,3643.54,3643.54,0.48
2015-09-14,3628.87,3628.87,3628.87,3628.87,-0.4
2015-09-15,3675.48,3675.48,3675.48,3675.48,1.28
2015-09-16,3707.62,3707.62,3707.62,3707.62,0.87
2015-09-17,3698.74,3698.74,3698.74,3698.74,-0.24
2015-09-18,3638.99,3638.99,3638.99,3638.99,-1.62
2015-09-21,3655.64,3655.64,3655.64,3655.64,0.46
2015-09-22,3610.7,3610.7,3610.7,3610.7,-1.23
2015-09-23,3603.49,3603.49,3603.49,3603.49,-0.2
2015-09-24,3591.37,3591.37,3591.37,3591.37,-0.34
2015-09-25,3589.71,3589.71,3589.71,3589.71,-0.05
2015-09-28,3498.61,3498.61,3498.61,3498.61,-2.54
2015-09-29,3503.13,3503.13,3503.13,3503.13,0.13
2015-09-30,3570.17,3570.17,3570.17,3570.17,1.91
2015-10-01,3577.47,3577.47,3577.47,3577.47,0.2
2015-10-02,3629.04,3629.04,3629.04,3629.04,1.44
2015-10-05,3695.61,3695.61,3695.61,3695.61,1.83
2015-10-06,3682.33,3682.33,3682.33,3682.33,-0.36
2015-10-07,3713.36,3713.36,3713.36,3713.36,0.84
2015-10-08,3746.12,3746.12,3746.12,3746.12,0.88
2015-10-09,3748.96,3748.96,3748.96,3748.96,0.08
2015-10-12,3753.73,3753.73,3753.73,3753.73,0.13
2015-10-13,3728.48,3728.48,3728.48,3728.48,-0.67
2015-10-14,3711.11,3711.11,3711.11,3711.11,-0.47
2015-10-15,3766.43,3766.43,3766.43,3766.43,1.49
2015-10-16,3783.64,3783.64,3783.64,3783.64,0.46
2015-10-19,3784.72,3784.72,3784.72,3784.72,0.03
2015-10-20,3779.44,3779.44,3779.44,3779.44,-0.14
2015-10-21,3757.91,3757.91,3757.91,3757.91,-0.57
2015-10-22,3820.49,3820.49,3820.49,3820.49,1.67
2015-10-23,3862.65,3862.65,3862.65,3862.65,1.1
2015-10-26,3855.29,3855.29,3855.29,3855.29,-0.19
2015-10-27,3845.45,3845.45,3845.45,3845.45,-0.26
2015-10-28,3891.35,3891.35,3891.35,3891.35,1.19
2015-10-29,3890.04,3890.04,3890.04,3890.04,-0.03
2015-10-30,3871.33,3871.33,3871.33,3871.33,-0.48
2015-11-02,3917.3,3917.3,3917.3,3917.3,1.19
2015-11-03,3928.05,3928.05,3928.05,3928.05,0.27
2015-11-04,3915.52,3915.52,3915.52,3915.52,-0.32
2015-11-05,3911.89,3911.89,3911.89,3911.89,-0.09
2015-11-06,3910.98,3910.98,3910.98,3910.98,-0.02
2015-11-09,3873.37,3873.37,3873.37,3873.37,-0.96
2015-11-10,3880.23,3880.23,3880.23,3880.23,0.18
2015-11-11,3867.71,3867.71,3867.71,3867.71,-0.32
2015-11-12,3814.29,3814.29,3814.29,3814.29,-1.38
2015-11-13,3771.58,3771.58,3771.58,3771.58,-1.12
2015-11-16,3828.46,3828.46,3828.46,3828.46,1.51
2015-11-17,3824.14,3824.14,3824.14,3824.14,-0.11
2015-11-18,3886.26,3886.26,3886.26,3886.26,1.62
2015-11-19,3882.06,3882.06,3882.06,3882.06,-0.11
2015-11-20,3897.45,3897.45,3897.45,3897.45,0.4
2015-11-23,3892.8,3892.8,3892.8,3892.8,-0.12
2015-11-24,3897.67,3897.67,3897.67,3897.67,0.12
2015-11-25,3897.57,3897.57,3897.57,3897.57,0
2015-11-27,3900.74,3900.74,3900.74,3900.74,0.08
2015-11-30,3882.84,3882.84,3882.84,3882.84,-0.46
2015-12-01,3924.63,3924.63,3924.63,3924.63,1.08
2015-12-02,3882.38,3882.38,3882.38,3882.38,-1.08
2015-12-03,3826.74,3826.74,3826.74,3826.74,-1.43
2015-12-04,3905.31,3905.31,3905.31,3905.31,2.05
2015-12-07,3878.31,3878.31,3878.31,3878.31,-0.69
2015-12-08,3853.48,3853.48,3853.48,3853.48,-0.64
2015-12-09,3823.9,3823.9,3823.9,3823.9,-0.77
2015-12-10,3832.93,3832.93,3832.93,3832.93,0.24
2015-12-11,3759.09,3759.09,3759.09,3759.09,-1.93
2015-12-14,3777.22,3777.22,3777.22,3777.22,0.48
2015-12-15,3817.36,3817.36,3817.36,3817.36,1.06
2015-12-16,3873.12,3873.12,3873.12,3873.12,1.46
2015-12-17,3815.46,3815.46,3815.46,3815.46,-1.49
2015-12-18,3747.56,3747.56,3747.56,3747.56,-1.78
2015-12-21,3777.15,3777.15,3777.15,3777.15,0.79
2015-12-22,3810.85,3810.85,3810.85,3810.85,0.89
2015-12-23,3858.47,3858.47,3858.47,3858.47,1.25
2015-12-24,3852.31,3852.31,3852.31,3852.31,-0.16
2015-12-28,3843.94,3843.94,3843.94,3843.94,-0.22
2015-12-29,3885.55,3885.55,3885.55,3885.55,1.08
2015-12-30,3857.9,3857.9,3857.9,3857.9,-0.71
2015-12-31,3821.6,3821.6,3821.6,3821.6,-0.94
2016-01-04,3763.99,3763.99,3763.99,3763.99,-1.51
2016-01-05,3771.57,3771.57,3771.57,3771.57,0.2
2016-01-06,3723.44,3723.44,3723.44,3723.44,-1.28
2016-01-07,3635.29,3635.29,3635.29,3635.29,-2.37
2016-01-08,3595.91,3595.91,3595.91,3595.91,-1.08
2016-01-11,3598.97,3598.97,3598.97,3598.97,0.09
2016-01-12,3627.06,3627.06,3627.06,3627.06,0.78
2016-01-13,3536.92,3536.92,3536.92,3536.92,-2.49
2016-01-14,3596.03,3596.03,3596.03,3596.03,1.67
2016-01-15,3518.51,3518.51,3518.51,3518.51,-2.16
2016-01-19,3520.4,3520.4,3520.4,3520.4,0.05
2016-01-20,3479.75,3479.75,3479.75,3479.75,-1.15
2016-01-21,3497.94,3497.94,3497.94,3497.94,0.52
2016-01-22,3568.9,3568.9,3568.9,3568.9,2.03
2016-01-25,3513.11,3513.11,3513.11,3513.11,-1.56
2016-01-26,3562.81,3562.81,3562.81,3562.81,1.41
2016-01-27,3524.33,3524.33,3524.33,3524.33,-1.08
2016-01-28,3544.13,3544.13,3544.13,3544.13,0.56
2016-01-29,3631.96,3631.96,3631.96,3631.96,2.48
2016-02-01,3630.46,3630.46,3630.46,3630.46,-0.04
2016-02-02,3562.52,3562.52,3562.52,3562.52,-1.87
2016-02-03,3581.53,3581.53,3581.53,3581.53,0.53
2016-02-04,3587.71,3587.71,3587.71,3587.71,0.17
2016-02-05,3521.6,3521.6,3521.6,3521.6,-1.84
2016-02-08,3472.08,3472.08,3472.08,3472.08,-1.41
2016-02-09,3470.5,3470.5,3470.5,3470.5,-0.05
2016-02-10,3471.04,3471.04,3471.04,3471.04,0.02
2016-02-11,3428.99,3428.99,3428.99,3428.99,-1.21
2016-02-12,3496.28,3496.28,3496.28,3496.28,1.96
2016-02-16,3555.2,3555.2,3555.2,3555.2,1.69
2016-02-17,3614.16,3614.16,3614.16,3614.16,1.66
2016-02-18,3597.49,3597.49,3597.49,3597.49,-0.46
2016-02-19,3597.92,3597.92,3597.92,3597.92,0.01
2016-02-22,3649.92,3649.92,3649.92,3649.92,1.45
2016-02-23,3604.68,3604.68,3604.68,3604.68,-1.24
2016-02-24,3620.87,3620.87,3620.87,3620.87,0.45
2016-02-25,3662.84,3662.84,3662.84,3662.84,1.16
2016-02-26,3656.42,3656.42,3656.42,3656.42,-0.18
2016-02-29,3627.06,3627.06,3627.06,3627.06,-0.8
2016-03-01,3713.7,3713.7,3713.7,3713.7,2.39
2016-03-02,3729.59,3729.59,3729.59,3729.59,0.43
2016-03-03,3743.02,3743.02,3743.02,3743.02,0.36
2016-03-04,3755.47,3755.47,3755.47,3755.47,0.33
2016-03-07,3759.05,3759.05,3759.05,3759.05,0.1
2016-03-08,3717.49,3717.49,3717.49,3717.49,-1.11
2016-03-09,3736.92,3736.92,3736.92,3736.92,0.52
2016-03-10,3737.74,3737.74,3737.74,3737.74,0.02
2016-03-11,3800.07,3800.07,3800.07,3800.07,1.67
2016-03-14,3795.53,3795.53,3795.53,3795.53,-0.12
2016-03-15,3788.62,3788.62,3788.62,3788.62,-0.18
2016-03-16,3810.09,3810.09,3810.09,3810.09,0.57
2016-03-17,3835.26,3835.26,3835.26,3835.26,0.66
2016-03-18,3852.15,3852.15,3852.15,3852.15,0.44
2016-03-21,3855.97,3855.97,3855.97,3855.97,0.1
2016-03-22,3853.18,3853.18,3853.18,3853.18,-0.07
2016-03-23,3828.58,3828.58,3828.58,3828.58,-0.64
2016-03-24,3827.14,3827.14,3827.14,3827.14,-0.04
2016-03-28,3829.26,3829.26,3829.26,3829.26,0.06
2016-03-29,3863.8,3863.8,3863.8,3863.8,0.9
2016-03-30,3881.01,3881.01,3881.01,3881.01,0.45
2016-03-31,3873.11,3873.11,3873.11,3873.11,-0.2
2016-04-01,3897.66,3897.66,3897.66,3897.66,0.63
2016-04-04,3886,3886,3886,3886,-0.3
2016-04-05,3846.59,3846.59,3846.59,3846.59,-1.01
2016-04-06,3888.41,3888.41,3888.41,3888.41,1.09
2016-04-07,3841.98,3841.98,3841.98,3841.98,-1.19
2016-04-08,3852.72,3852.72,3852.72,3852.72,0.28
2016-04-11,3842.17,3842.17,3842.17,3842.17,-0.27
2016-04-12,3879.42,3879.42,3879.42,3879.42,0.97
2016-04-13,3918.95,3918.95,3918.95,3918.95,1.02
2016-04-14,3920.03,3920.03,3920.03,3920.03,0.03
2016-04-15,3916.17,3916.17,3916.17,3916.17,-0.1
2016-04-18,3941.86,3941.86,3941.86,3941.86,0.66
2016-04-19,3954.01,3954.01,3954.01,3954.01,0.31
2016-04-20,3957.25,3957.25,3957.25,3957.25,0.08
2016-04-21,3936.8,3936.8,3936.8,3936.8,-0.52
2016-04-22,3937,3937,3937,3937,0.01
2016-04-25,3929.88,3929.88,3929.88,3929.88,-0.18
2016-04-26,3937.23,3937.23,3937.23,3937.23,0.19
2016-04-27,3944.02,3944.02,3944.02,3944.02,0.17
2016-04-28,3907.88,3907.88,3907.88,3907.88,-0.92
2016-04-29,3888.13,3888.13,3888.13,3888.13,-0.51
2016-05-02,3918.53,3918.53,3918.53,3918.53,0.78
2016-05-03,3884.63,3884.63,3884.63,3884.63,-0.87
2016-05-04,3862.4,3862.4,3862.4,3862.4,-0.57
2016-05-05,3862.4,3862.4,3862.4,3862.4,0
2016-05-06,3875.18,3875.18,3875.18,3875.18,0.33
2016-05-09,3878.14,3878.14,3878.14,3878.14,0.08
2016-05-10,3926.63,3926.63,3926.63,3926.63,1.25
2016-05-11,3891.13,3891.13,3891.13,3891.13,-0.9
2016-05-12,3890.85,3890.85,3890.85,3890.85,-0.01
2016-05-13,3858.17,3858.17,3858.17,3858.17,-0.84
2016-05-16,3896.36,3896.36,3896.36,3896.36,0.99
2016-05-17,3860.88,3860.88,3860.88,3860.88,-0.91
2016-05-18,3862.25,3862.25,3862.25,3862.25,0.04
